Mes,Estacao,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetacao Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horario da Coleta,Faixa de Quilometragem,mamifero mais atropelado
4,Outono,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,sim,não,sim,sim,não,Desconhecido,não,Entre 12 e 18,Entre 25 e 50,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,1
4,Outono,3,RJ,Serra,Barreira rígida (New Jersey),1,Pavimento flexível (asfalto),3,70,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,6,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 12 e 18,Entre 75 e 100,0
4,Outono,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,3,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,1
4,Outono,10,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 25 e 50,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,não,não,sim,sim,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
4,Outono,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,sim,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 12 e 18,Entre 50 e 75,1
4,Outono,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 750 e 775,0
4,Outono,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
4,Outono,3,JF,Serra,Barreira rígida (New Jersey),1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,13,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 775 e 800,0
4,Outono,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 775 e 800,0
4,Outono,10,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,Desconhecido,sim,sim,sim,sim,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
4,Outono,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Desconhecido,não,Entre 00 e 06,Entre 75 e 100,0
4,Outono,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 06 e 12,Entre 100 e 125,0
4,Outono,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,50,Sem chuva,não,sim,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,não,não,não,sim,sim,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
4,Outono,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,sim,sim,não,sim,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
4,Outono,11,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
4,Outono,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 25 e 50,1
4,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,não,sim,não,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,sim,não,sim,sim,não,Desconhecido,não,Entre 12 e 18,Entre 50 e 75,0
4,Outono,6,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,11,RJ,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 50 e 75,0
4,Outono,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,12,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 0 e 25,0
4,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,5,RJ,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 75 e 100,1
4,Outono,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
4,Outono,15,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
4,Outono,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,1
4,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,sim,sim,não,sim,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
4,Outono,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 775 e 800,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,1
4,Outono,12,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,13,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 50 e 75,0
4,Outono,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),4,110,Sem chuva,sim,não,não,não,sim,não,sim,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,3,JF,Serra,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
4,Outono,9,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 25 e 50,0
4,Outono,9,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,1
4,Outono,11,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,11,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,7,JF,Planalto,Defensa Metálica,3,Pavimento flexível (asfalto),5,110,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,9,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,sim,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
4,Outono,8,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
4,Outono,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
4,Outono,3,RJ,Serra,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 100 e 125,0
4,Outono,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,não,não,sim,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 100 e 125,0
4,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
4,Outono,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 100 e 125,0
4,Outono,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 50 e 75,0
4,Outono,10,RJ,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Desconhecido,não,Entre 12 e 18,Entre 25 e 50,0
4,Outono,15,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
5,Outono,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),3,70,Sem chuva,não,não,não,não,não,sim,não,Desconhecido,não,Entre 18 e 00,Entre 800 e 825,0
5,Outono,4,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Desconhecido,não,Entre 12 e 18,Entre 75 e 100,0
5,Outono,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
5,Outono,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),5,90,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
5,Outono,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
5,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
5,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,Desconhecido,não,não,sim,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
5,Outono,5,RJ,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,não,não,Desconhecido,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Desconhecido,não,Entre 06 e 12,Entre 25 e 50,0
5,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 0 e 25,0
5,Outono,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,sim,não,Desconhecido,não,Entre 12 e 18,Entre 800 e 825,0
5,Outono,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,não,Desconhecido,não,Entre 06 e 12,Entre 50 e 75,0
5,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
5,Outono,12,JF,Planalto,Defensa Metálica,3,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
5,Outono,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
5,Outono,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
5,Outono,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),3,70,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
5,Outono,12,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
5,Outono,6,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
5,Outono,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
5,Outono,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,não,não,não,não,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
